name,city,address,notes,lat,lon,rating,rating_count,price_level,types,phone,website,google_maps_url,place_id,last_update,rating_online_gf,rating_online_gf_count
Pizzeria alle due palme,Udine,"Viale Leonardo Da Vinci, 5, 33100 Udine UD, Italia","[voto 5] Abbiamo scelto questa pizzeria per un venerdì sera tra amici, attirati soprattutto dall'offerta senza glutine. Le pizze classiche sono generose nelle dimensioni e molto buone, con un'ampia scelta di gusti e abbinamenti originali. Anche la versione senza glutine è eccellente: l'impasto è leggero e davvero gustoso. Il servizio è stato impeccabile. L'unica nota stonata riguarda l'arredamento: il loca… | [voto 4] Ho trovato tra le proposte del menù le pizze senza glutine e ho gradito moltissimo quella che ho provato con olive pomodorini e friarielli. Unica nota negativa l'impasto che era un po' duro. Io ho chiesto una pizza ben cotta ma evidentemente lo spessore della pasta è ridotto e quindi si è asciugato troppo. Ho apprezzato comunque alimenti di ottima qualità, pizza che ho consumato con birra Daura se…","46,067967","13,2247053","4,2",1801,2,establishment|food|point_of_interest|restaurant,0432 481807,https://www.alleduepalmeudine.it/,https://maps.google.com/?cid=12009904346308799944,ChIJ33sb93s1ekcRyO0nLF_Aq6Y,09/01/2026 16.17.35,"4,50",2
Peperino Udine,Udine,"Via Antonio Zanon, 13, 33100 Udine UD, Italia","[voto 5] Lascio raramente recensioni. Ma una pizza senza glutine così buona francamente si merita un elogio particolare. Tempo fa c’era un altro locale a Udine, ma non in centro città, che la faceva molto simile. L’impasto soffice e un po’ alto, molto ben cotta: bravi, veramente bravi!👏 | [voto 4] Pizza senza glutine buona e ben cotta, l’impasto è artigianale, solo leggermente bruciata sui bordi, peccato per la mancanza del cornicione che ci si aspetterebbe da una pizza alla napoletana.","46,0624782","13,2326252","4,1",1966,2,establishment|food|meal_delivery|meal_takeaway|point_of_interest|restaurant,0432 618885,http://www.peperinopizza.it/it/udine,https://maps.google.com/?cid=11596384559014531025,ChIJVyW60Fc1ekcR0c_i7lCi7qA,09/01/2026 16.17.35,"4,50",2
Caffè Contarena,Udine,"Via Cavour, 1, 33100 Udine UD, Italia","[voto 4] Caffè buono in uno spazio ricco di storia. Sta nel palazzo municipale che è un esempio d’architettura del XX secolo in stile liberty. Gli splendenti mosaici, esempio di Art Decò, su progetto di Pietro Someda De Marco sono del 1935, pur restaurati in seguito. Pure gli aperitivi sono da tener presenti.","46,0629473","13,2354254","4,1",958,2,bar|establishment|food|point_of_interest|restaurant,0432 512741,,https://maps.google.com/?cid=6198638405751013858,ChIJAwEaWKhKekcR4gHiycn8BVY,09/01/2026 16.17.35,"4,00",1
Assaje,Udine,"Piazza Giacomo Matteotti, 11, 33100 Udine UD, Italia","[voto 5] Siamo andate per assaggiare la pizza senza glutine, ci hanno detto che l’impasto era fatto da loro. Io ho preso una margherita tradizionale (ma hanno fatto un po’ di confusione sulle variazioni che ho chiesto) e poi ho assaggiato anche la senza glutine. La tradizionale eccellente, la senza glutine l’ho trovata molto unta e pesante purtroppo. Alla bambina (celiaca) poi hanno portato i lecca lecca e…","46,0628927","13,2329208","4,3",2693,2,establishment|food|point_of_interest|restaurant,0432 143 7210,http://assaje.it/,https://maps.google.com/?cid=18114445915948799528,ChIJsc_3sCNLekcRKFYnC5ZwY_s,09/01/2026 16.17.35,"5,00",1
La Caveja Piadineria Udine,Udine,"Via Bartolini, 4A, 33100 Udine UD, Italia","[voto 5] Mi sono fermata e con grande sorpresa ho mangiato una piadina SENZA GLUTINE. Che dire, per una celiaca è sempre una gioia trovare che offre opzioni gluten free e poi era davvero buona. Io ho preso quella col salame piccante. Bella farcita, impasto buono ed elastico (le piadine senza glutine in commercio sono spesso secche e per niente elastiche). Complimenti! Consiglio per chi segue un’alimentazio…","46,0651414","13,2342223","4,3",477,1,bar|establishment|food|point_of_interest|restaurant,0432 229246,http://www.la-caveja.it/,https://maps.google.com/?cid=4860180986555101041,ChIJzdBv46dKekcRcW-5X9vUckM,09/01/2026 16.17.35,"5,00",1
Brunch Republic Udine,Udine,"Piazza Giacomo Matteotti, 11a, 33100 Udine UD, Italia","[voto 5] Locale curato e dallo stile moderno, proprio in centro a udine. Ero già andata in un'altra location dello stesso franchising ma qui a Udine, forse anche perchè il locale è più recente, il livello di pulizia e di attenzione ai dettagli è sicuramente più alto. Prima di prenotare ho letto il menù online, che propone molte varianti vegan dolci e salate per un brunch, pranzo veloce o cena. Non avendo t…","46,0627271","13,2326919","4,4",451,2,establishment|food|point_of_interest|restaurant,0432 143 7930,https://brunchrepublic.com/,https://maps.google.com/?cid=6988601171950953377,ChIJSbCT9XJLekcRoeMDG71__GA,09/01/2026 16.17.35,"5,00",1
Raggio del Sole,Udine,"Viale XXIII Marzo 1848, 2a, 33100 Udine UD, Italia","[voto 5] Un incredibile viaggio in Eritrea con una simpatica esperienza da fare assolutamente in compagnia. vietate le posate, si mangia esclusivamente con le mani! La proprietaria è davvero disponibilissima e ha saputo consigliarci oltre a spiegarci la giusta tecnica per mangiare le varie pietanze con il pane tradizionale (ingera) . Il “raggio di sole “, uno dei piatti , comprende dei mix di cui : spezzat…","46,0604405","13,248034","4,6",292,1,establishment|food|point_of_interest|restaurant,0432 286211,http://www.raggiodelsole.it/,https://maps.google.com/?cid=6702587222081035309,ChIJp_c9sb1KekcRLVw2EJFfBF0,09/01/2026 16.17.35,"5,00",1
Capatoast - Città Fiera,Udine,"Via Martignacco, 4, 33100 Udine UD, Italia","[voto 5] Nonostante le difficoltà di mangiare con Pantù spaventato, devo ringraziare il personale per la gentilezza e simpatia! Toast senza glutine con tonno, maionese e pomodoro molto buono, patatine non unte e saporite, ketchup e te freddo ottimi! Grazie! Ho difficoltà col cibo, e qui mi sono trovata bene. 😌","46,0861816","13,1799221","4,6",116,,establishment|food|point_of_interest|restaurant,,https://capatoast.it/,https://maps.google.com/?cid=17999973501333148738,ChIJrRFkans1ekcRQhRoEYjAzPk,09/01/2026 16.17.35,"5,00",1
Poke Sun-Rice,Udine,"Via Rialto, 3, 33100 Udine UD, Italia","[voto 5] Vengo qua ogni volta con il mio ragazzo. Il servizio è veramente veloce, se si vuole mangiare qualcosa di fresco e che viene fatto molto velocemente allora questa è una buonissima opzione. Il personale è gentile e disponibile anche per indicare gli ingredienti senza glutine (disponibile anche la salsa di soia senza glutine).","46,0631548","13,2347588","4,1",189,,establishment|food|point_of_interest|restaurant,388 993 5733,https://pokesunrice.com/,https://maps.google.com/?cid=9598689284112318671,ChIJQ7a3k_FLekcRzwDdQAxlNYU,09/01/2026 16.17.35,"5,00",1
Osteria Romana Al Vapore,Udine,"Vicolo Sillio, 8, 33100 Udine UD, Italia","[voto 5] Ristorante di cucina romana che merita sicuramente una visita. Ho ordinato un’amatriciana ben eseguita, con sapori autentici e ingredienti di qualità. La pasta era gluten free, un’attenzione non scontata dato che non è facile trovare ristoranti che offrano primi senza glutine, soprattutto quando si tratta di piatti della tradizione. Il servizio è stato cortese e disponibile, e l’ambiente pulito e …","46,0652698","13,2332885","4,3",348,2,establishment|food|point_of_interest|restaurant,351 318 4354,http://leggimenu.it/menu/osteriaromanaalvaporeudine,https://maps.google.com/?cid=10137016397563862481,ChIJgdP9MlE1ekcR0Z0ak7TqrYw,09/01/2026 16.17.35,"5,00",1
Quinta Essenza - Bar Pizzeria,Trissino,"Via Stazione, 29A, 36070 Trissino VI, Italia","[voto 5] Siamo di Brogliano e veniamo spesso in questa pizzeria! Ci troviamo bene, personale gentile, servizio veloce, e soprattutto le pizze, sono favolose!! Perfino la Senza glutine che prende mio marito è veramente fantastica! Consiglio assolutamente di provare! Locale nuovo pulito e bellissimo!!!! Consiglio la prenotazione è super gettonato!!","45,5631611","11,385155","4,1",154,,establishment|food|point_of_interest|restaurant,328 584 5316,https://www.facebook.com/profile.php?id=61559045692000,https://maps.google.com/?cid=12060514837374228417,ChIJNVFhPgBJf0cRwdcEYliOX6c,09/01/2026 16.05.21,"5,00",1
Medea Resort Hotel & Ricevimenti,Triflisco,"SP 333, 11, 81041 Triflisco CE, Italia","[voto 5] Abbiamo scelto questa location il 2022..e ieri 4/09/2025 ci siamo sposati. Non avevamo dubbi sull’ eccellente professionalità sotto ogni aspetto. Il personale è stato gentilissimo e sempre attento alle nostre esigenze, facendoci sentire a casa. Il direttore, una persona super empatica e socievole ci ha fatto innamorare di questa location fin da subito. Grazie a Mariangela ( wedding Planner) abbiam…","41,1356738","14,255691","4,4",723,,establishment|food|lodging|point_of_interest|restaurant,0823 960647,http://www.medearesort.it/,https://maps.google.com/?cid=13164449705764905371,ChIJyYhek-74OhMRm-GcV0KFsbY,"45986,01469","5,00",1
Pepenero Pepebianco,Trieste,"Via Cecilia de Rittmeyer, 14/a, 34134 Trieste TS, Italia",[voto 1] Ci siamo stati ieri sera. Sono celiaca e per questo servizio sono sempre grata e normalmente tento di accontentarmi. Dopo aver letto tutte le recensioni aspettavo una serata sensoriale. Invece è stato un disastro.Solo una commensale è stata fortunata e contenta del suo menù da 37 euro. Però il suo dessert ( che lei non ha mangiato) era impossibile da tagliare. È stata portata direttamente dall' ib…,"45,6565897","13,7757426","4,1",125,,establishment|food|point_of_interest|restaurant,,,https://maps.google.com/?cid=2035523952505884982,ChIJmehFdmxre0cRNpHpCECiPxw,27/11/2025 1.15.18,"1,00",1
Trattoria Nerodiseppia,Trieste,"Via Luigi Cadorna, 23, 34123 Trieste TS, Italia","[voto 5] Giulio è un oste attento, disponibile e pronto alla battuta. Abbiamo mangiato meravigliosamente e riso e scherzato. Piatti di pesce eccezionali, frittura senza glutine davvero notevole. Il vino consigliato era un ottimo bilancio qualità/prezzo. Abbiamo apprezzato i dolci finali. Le materie prime, l’atmosfera e l’attenzione ai dettagli unite alla presenza di Giulio e del suo staff/famiglia hanno re…","45,6472867","13,7630652","4,6",1183,2,establishment|food|point_of_interest|restaurant,040 301377,http://trattorianerodiseppia.com/,https://maps.google.com/?cid=2897414309947711064,ChIJw2gRZ3dre0cRWB6Rt_auNSg,27/11/2025 1.15.18,"5,00",1
Casa Pepe Pizze e Cucina,Trieste,"Via del Coroneo, 19, 34133 Trieste TS, Italia","[voto 4] Pizza ottima molto digeribile, sia con impasto tradizionale che senza glutine. Nonostante non sia un fan della pizza napoletana, ho trovato questo impasto molto digeribile, leggero e gustoso. Un plauso alla pizza senza glutine che non è una imitazione di quella con glutine ma una pizza dal gusto proprio, quasi un effetto ""fritto"", gustosa e leggera. | [voto 4] Abbiamo trovato questo ristorante nel cercare un posto che facesse senza glutine. Il locale è molto carino, ampio all'interno e all'esterno, curato e dal gusto contemporaneo, poco fuori dal centro storico della città ma lo stesso facilmente raggiungibile. Ci siamo trovati in bene, peccato che l'impasto per la pizza senza glutine fosse finito e quindi non ho potuto assaggiarla, ma ho preso la pasta…","45,6544083","13,7800393","4,4",2348,2,establishment|food|point_of_interest|restaurant,040 631234,http://www.pepepizza.it/,https://maps.google.com/?cid=16211989483480962678,ChIJAco8JRNre0cRdlZAWYqO_OA,27/11/2025 1.15.18,"4,00",2
Casa della Pizza,Trieste,"Dantejeva ulica 4, 6310 Izola, Slovenia","[voto 5] Che piacevole sorpresa e che fantastica scoperta abbiamo fatto con questo posto. La qualità delle pizze è innegabile. Oltre ad avere un'ampia varietà di gusti e opzioni, dispongono anche di impasti senza glutine e di una serie di alternative alla pasta di alta qualità. I dolci erano davvero spaziali ma la menzione speciale è per la pizza con tartufo e cornicione farcito di ricotta. La fine del mon…","45,5342967","13,6584707","4,6",1965,2,establishment|food|point_of_interest|restaurant,030 742 333,http://www.casadellapizza.si/,https://maps.google.com/?cid=2172863071333623305,ChIJ7ZS_C49le0cRCaZneHOPJx4,27/11/2025 1.15.18,"5,00",1
Urban Piqniq,Trieste,"Cesta Zore Perello - Godina 3, 6000 Koper, Slovenia","[voto 5] Ottimo panini, ingredienti inediti come la salsa wasabi col filetto di tonno o il tartufo. Hanno un ottima ipa alla spina. L'ultima volta non ci hanno scaldato il pane, consiglio di raccomandarsi alla cameriera perchè ciò non accada. Se siete in dubbio tra McDonald's, Lars e Sven o Urban piqniq, scegliete Urban piqniq, spenderete un pelino di piú (sempre meno che in Italia) ma le vostre papille gu…","45,5436321","13,7273835","4,3",824,2,bar|establishment|food|point_of_interest|restaurant,068 650 149,https://www.facebook.com/urban.piqniq.bonifika.koper/,https://maps.google.com/?cid=15590232005987495476,ChIJGbw-opdoe0cRNG7PqmihW9g,27/11/2025 1.15.18,"5,00",1
Gostilna Doro,Trieste,"Trg padlih za svobodo 3, 6310 Izola, Slovenia","[voto 5] Abbiamo preso la grigliata di carne ed era molto buona! Il personale gentile e disponibile! Noi avevamo il “problema” di mangiare senza glutine, ma sul menu sono ben indicati tutti gli allergeni. Consiglio!","45,5385967","13,6609817","4,5",1502,2,establishment|food|point_of_interest|restaurant,(05) 641 74 96,https://gostilna-doro.si/,https://maps.google.com/?cid=12709018815276264446,ChIJSxU_V4hle0cR_itM-EaBX7A,27/11/2025 1.15.18,"5,00",1
040 Social Food,Trieste,"Via Gioacchino Rossini, 8, 34121 Trieste TS, Italia","[voto 5] Per un caffè, un aperitivo o un pranzo al sole, il 040 Social Food è sempre un’ottima scelta! Cibo di qualità, con anche ottime opzioni senza glutine per chi ne ha bisogno.Il servizio è impeccabile: personale gentile, attento e veloce.In più, il locale si trova in una posizione splendida ed è curato in ogni dettaglio. Ci tornerò sicuramente!","45,6526726","13,7713606","4,1",1889,2,cafe|establishment|food|point_of_interest|restaurant,040 760 0869,https://040group.it/locale/zero-quaranta-social-food/,https://maps.google.com/?cid=12125682201792863756,ChIJuTuL-G1re0cRDN4jybcTR6g,27/11/2025 1.15.18,"5,00",1
Panificio Un Mondo Senza Glutine,Trieste,"Via Antonio Pigafetta, 6, 34147 Trieste TS, Italia","[voto 5] Finalmente recensisco questo locale in cui vengo ogni volta che passo per Trieste. Da qualche tempo hanno cambiato location, sono posizionati in una zona leggermente dislocata, meno comoda da raggiungere (valmaura) se non con i mezzi, e in realtà poco visibile dalla strada. Vale però la pena passare se si cerca la bakery con maggior selezione vegana e senza glutine del Friuli e del Veneto. Inoltre… | [voto 5] Cibo buonissimo brioche senza glutine a vari gusti come marmellata, pistacchio piccola e Nutella Il pane è fatto in casa come tutto li. Posto accogliente e super moderno, staff sorridente e felice sempre. Se non si vuole mangiare dentro è disponibile anche un giardino con ombrelloni per proteggersi dal Sole☀. Da celiaca sono super contenta di questo posto✨. | [voto 5] Bravissimi ragazzi! UN MONDO SENZA GLUTINE, un luogo dove la genuinità e il gusto si incontrano in un abbraccio perfetto. Questo bistrot non è solo un rifugio sicuro per chi deve seguire una dieta senza glutine, ma è anche un paradiso per gli amanti del cibo vegan e salutare. Appena varcata la soglia, si è accolti da un'atmosfera calda e accogliente, che fa subito sentire a casa. Il personale, sem…","45,6203018","13,7990638","4,8",445,2,bakery|establishment|food|point_of_interest|restaurant|store,348 099 4526,http://unmondosenzaglutine.com/,https://maps.google.com/?cid=13354065790310843720,ChIJSVWzsgtre0cRSIWsWhUsU7k,27/11/2025 1.15.18,"5,00",3
Il Melograno - Naturalmente Buono - Trieste,Trieste,"Via di Cavana, 14 &, Via della Madonna del Mare, 3, 34124 Trieste TS, Italia","[voto 5] In una via centrale di Trieste potete trovare dei tavoli sul marciapiede e una simpatica ragazza che vi accoglie con il sorriso, e vi presenta i suoi piatti. Questo ristornate ha tutti gli ingredienti naturali, km 0 e sopratutto ha un ampia gamma di prodotti Senza Glutine certificati! La pizza è davvero favolosa e pure i vari prodotti vegani e non. Una nota davvero bella e positiva è il pane senza… | [voto 4] Ambiente molto attraente. Le volte sono in mattoni con presenza di due archi in sasso molto imponenti. Cibo preparato con cura, senza glutine o altri allergeni. Il servizio è un po' lento ma tollerabile. Nelle vicinanze non c'è modo di parcheggiare, al ristorante ci si arriva solo a piedi. Prezzo per una pizza piuttosto altino ma considerando gli ingredienti alla fine OK accettabile.","45,6474592","13,7664368","4,2",1637,2,establishment|food|point_of_interest|restaurant,040 965 3254,https://ilmelograno.online/,https://maps.google.com/?cid=7345953402484852028,ChIJG892oqtre0cRPIWu87IR8mU,27/11/2025 1.15.18,"4,50",2
